customer_id,event_date,amount,currency
c0091,2026-03-15,102.67,usd
c0133,2026-03-15,99.25,usd
c0144,2026-03-15,100.05,usd
c0098,2026-03-15,86.87,usd
c0154,2026-03-15,91.87,usd
c0097,2026-03-15,79.84,usd
c0092,2026-03-15,94.4,usd
c0118,2026-03-15,89.43,usd
c0136,2026-03-15,98.5,usd
c0093,2026-03-15,103.1,usd
c0116,2026-03-15,97.38,usd
c0160,2026-03-15,82.38,usd
c0130,2026-03-15,93.87,usd
c0095,2026-03-15,91.33,usd
c0117,2026-03-15,99.99,usd
c0155,2026-03-15,101.76,usd
c0127,2026-03-15,102.35,usd
c0140,2026-03-15,103.99,usd
c0101,2026-03-15,86.5,usd
c0108,2026-03-15,82.69,usd
c0100,2026-03-15,93.61,usd
c0167,2026-03-15,80.21,usd
c0096,2026-03-15,84.25,usd
c0119,2026-03-15,96.05,usd
c0151,2026-03-15,95.95,usd
c0125,2026-03-15,95.13,usd
c0153,2026-03-15,89.68,usd
c0115,2026-03-15,78.82,usd
c0121,2026-03-15,105.61,usd
c0111,2026-03-15,104.89,usd
c0094,2026-03-15,84.58,usd
c0139,2026-03-15,80.55,usd
c0124,2026-03-15,94.73,usd
c0149,2026-03-15,82.78,usd
c0137,2026-03-15,93.63,usd
c0166,2026-03-15,84.73,usd
c0113,2026-03-15,96.84,usd
c0161,2026-03-15,95.05,usd
c0158,2026-03-15,86.53,usd
c0148,2026-03-15,98.47,usd
c0103,2026-03-15,96.05,usd
c0157,2026-03-15,105.56,usd
c0134,2026-03-15,86.36,usd
c0123,2026-03-15,89.66,usd
c0105,2026-03-15,81.47,usd
c0122,2026-03-15,87.47,usd
c0089,2026-03-15,97.31,usd
c0135,2026-03-15,80.36,usd
c0126,2026-03-15,104.37,usd
c0085,2026-03-15,96.16,usd
c0087,2026-03-15,100.86,usd
c0114,2026-03-15,90.7,usd
c0129,2026-03-15,79.83,usd
c0165,2026-03-15,104.56,usd
c0081,2026-03-15,90.52,usd
c0128,2026-03-15,100.7,usd
c0110,2026-03-15,92.37,usd
c0141,2026-03-15,101.55,usd
c0156,2026-03-15,89.57,usd
c0164,2026-03-15,84.56,usd
c0168,2026-03-15,84.1,usd
c0143,2026-03-15,83.5,usd
c0090,2026-03-15,89.99,usd
c0082,2026-03-15,105.52,usd
c0138,2026-03-15,101.17,usd
c0106,2026-03-15,102.63,usd
c0145,2026-03-15,102.76,usd
c0159,2026-03-15,93.99,usd
c0152,2026-03-15,101.09,usd
c0088,2026-03-15,101.32,usd
c0132,2026-03-15,79.27,usd
c0162,2026-03-15,83.89,usd
c0084,2026-03-15,105.92,usd
c0146,2026-03-15,98.39,usd
c0150,2026-03-15,99.64,usd
c0138,2026-04-15,102.37,usd
c0085,2026-04-15,97.3,usd
c0139,2026-04-15,81.51,usd
c0091,2026-04-15,103.89,usd
c0102,2026-04-15,101.09,usd
c0131,2026-04-15,80.65,usd
c0092,2026-04-15,95.52,usd
c0133,2026-04-15,100.43,usd
c0144,2026-04-15,101.23,usd
c0156,2026-04-15,90.63,usd
c0111,2026-04-15,106.13,usd
c0140,2026-04-15,105.22,usd
c0098,2026-04-15,87.89,usd
c0109,2026-04-15,99.6,usd
c0134,2026-04-15,87.38,usd
c0167,2026-04-15,81.16,usd
c0157,2026-04-15,106.81,usd
c0096,2026-04-15,85.25,usd
c0158,2026-04-15,87.55,usd
c0145,2026-04-15,103.98,usd
c0113,2026-04-15,97.99,usd
c0150,2026-04-15,100.82,usd
c0114,2026-04-15,91.78,usd
c0086,2026-04-15,82.07,usd
c0132,2026-04-15,80.21,usd
c0124,2026-04-15,95.85,usd
c0149,2026-04-15,83.76,usd
c0146,2026-04-15,99.56,usd
c0103,2026-04-15,97.18,usd
c0094,2026-04-15,85.58,usd
c0120,2026-04-15,88.24,usd
c0151,2026-04-15,97.08,usd
c0126,2026-04-15,105.61,usd
c0122,2026-04-15,88.51,usd
c0119,2026-04-15,97.19,usd
c0107,2026-04-15,79.6,usd
c0130,2026-04-15,94.99,usd
c0142,2026-04-15,97.95,usd
c0155,2026-04-15,102.96,usd
c0108,2026-04-15,83.67,usd
c0127,2026-04-15,103.56,usd
c0154,2026-04-15,92.96,usd
c0093,2026-04-15,104.32,usd
c0162,2026-04-15,84.89,usd
c0128,2026-04-15,101.89,usd
c0106,2026-04-15,103.85,usd
c0100,2026-04-15,94.72,usd
c0090,2026-04-15,91.05,usd
c0097,2026-04-15,80.78,usd
c0087,2026-04-15,102.06,usd
c0160,2026-04-15,83.36,usd
c0123,2026-04-15,90.72,usd
c0084,2026-04-15,107.18,usd
c0101,2026-04-15,87.52,usd
c0159,2026-04-15,95.1,usd
c0168,2026-04-15,85.1,usd
c0152,2026-04-15,102.28,usd
c0088,2026-04-15,102.52,usd
c0104,2026-04-15,104.05,usd
c0143,2026-04-15,84.49,usd
c0148,2026-04-15,99.63,usd
c0137,2026-04-15,94.74,usd
c0081,2026-04-15,91.59,usd
c0165,2026-04-15,105.8,usd
c0135,2026-04-15,81.31,usd
c0136,2026-04-15,99.67,usd
c0163,2026-04-15,102.23,usd
c0118,2026-04-15,90.49,usd
c0112,2026-04-15,95.48,usd
c0166,2026-04-15,85.74,usd
c0115,2026-04-15,79.75,usd
c0153,2026-04-15,90.74,usd
c0095,2026-04-15,92.41,usd
c0082,2026-04-15,106.77,usd
c0161,2026-04-15,96.17,usd
c0089,2026-04-15,98.47,usd
c0083,2026-04-15,94.38,usd
c0121,2026-04-15,106.86,usd
c0135,2026-05-15,82.26,usd
c0147,2026-05-15,97.59,usd
c0081,2026-05-15,92.67,usd
c0137,2026-05-15,95.85,usd
c0084,2026-05-15,108.43,usd
c0122,2026-05-15,89.54,usd
c0141,2026-05-15,103.96,usd
c0153,2026-05-15,91.8,usd
c0146,2026-05-15,100.72,usd
c0116,2026-05-15,99.68,usd
c0095,2026-05-15,93.49,usd
c0114,2026-05-15,92.85,usd
c0104,2026-05-15,105.27,usd
c0088,2026-05-15,103.72,usd
c0121,2026-05-15,108.11,usd
c0165,2026-05-15,107.04,usd
c0086,2026-05-15,83.03,usd
c0115,2026-05-15,80.69,usd
c0159,2026-05-15,96.21,usd
c0113,2026-05-15,99.14,usd
c0132,2026-05-15,81.15,usd
c0156,2026-05-15,91.69,usd
c0163,2026-05-15,103.42,usd
c0166,2026-05-15,86.74,usd
c0143,2026-05-15,85.47,usd
c0083,2026-05-15,95.49,usd
c0140,2026-05-15,106.45,usd
c0138,2026-05-15,103.57,usd
c0130,2026-05-15,96.1,usd
c0168,2026-05-15,86.1,usd
c0092,2026-05-15,96.63,usd
c0164,2026-05-15,86.57,usd
c0117,2026-05-15,102.36,usd
c0094,2026-05-15,86.58,usd
c0144,2026-05-15,102.42,usd
c0109,2026-05-15,100.76,usd
c0126,2026-05-15,106.85,usd
c0119,2026-05-15,98.33,usd
c0108,2026-05-15,84.65,usd
c0110,2026-05-15,94.56,usd
c0128,2026-05-15,103.08,usd
c0151,2026-05-15,98.22,usd
c0124,2026-05-15,96.98,usd
c0100,2026-05-15,95.82,usd
c0123,2026-05-15,91.78,usd
c0142,2026-05-15,99.1,usd
c0103,2026-05-15,98.32,usd
c0106,2026-05-15,105.06,usd
c0145,2026-05-15,105.19,usd
c0090,2026-05-15,92.12,usd
c0105,2026-05-15,83.4,usd
c0099,2026-05-15,97.07,usd
c0148,2026-05-15,100.8,usd
c0158,2026-05-15,88.58,usd
c0125,2026-05-15,97.38,usd
c0127,2026-05-15,104.77,usd
c0097,2026-05-15,81.73,usd
c0136,2026-05-15,100.84,usd
c0111,2026-05-15,107.37,usd
c0112,2026-05-15,96.6,usd
c0082,2026-05-15,108.02,usd
c0118,2026-05-15,91.55,usd
c0093,2026-05-15,105.54,usd
c0154,2026-05-15,94.05,usd
c0101,2026-05-15,88.55,usd
c0155,2026-05-15,104.17,usd
c0134,2026-05-15,88.41,usd
c0160,2026-05-15,84.33,usd
c0133,2026-05-15,101.6,usd
c0139,2026-05-15,82.46,usd
c0149,2026-05-15,84.74,usd
c0129,2026-05-15,81.72,usd
c0131,2026-05-15,81.6,usd
c0091,2026-05-15,105.11,usd
c0120,2026-05-15,89.27,usd
c0162,2026-05-15,85.88,usd
c0098,2026-06-15,89.95,usd
c0168,2026-06-15,87.09,usd
c0160,2026-06-15,85.31,usd
c0123,2026-06-15,92.85,usd
c0089,2026-06-15,100.77,usd
c0101,2026-06-15,89.57,usd
c0153,2026-06-15,92.86,usd
c0117,2026-06-15,103.54,usd
c0091,2026-06-15,106.32,usd
c0125,2026-06-15,98.51,usd
c0086,2026-06-15,83.99,usd
c0108,2026-06-15,85.63,usd
c0133,2026-06-15,102.78,usd
c0120,2026-06-15,90.3,usd
c0149,2026-06-15,85.72,usd
c0135,2026-06-15,83.21,usd
c0100,2026-06-15,96.93,usd
c0161,2026-06-15,98.43,usd
c0165,2026-06-15,108.28,usd
c0090,2026-06-15,93.19,usd
c0085,2026-06-15,99.58,usd
c0082,2026-06-15,109.27,usd
c0137,2026-06-15,96.96,usd
c0148,2026-06-15,101.96,usd
c0131,2026-06-15,82.54,usd
c0141,2026-06-15,105.16,usd
c0164,2026-06-15,87.57,usd
c0127,2026-06-15,105.98,usd
c0109,2026-06-15,101.93,usd
c0130,2026-06-15,97.21,usd
c0119,2026-06-15,99.46,usd
c0093,2026-06-15,106.77,usd
c0110,2026-06-15,95.66,usd
c0118,2026-06-15,92.61,usd
c0095,2026-06-15,94.57,usd
c0105,2026-06-15,84.36,usd
c0156,2026-06-15,92.75,usd
c0122,2026-06-15,90.58,usd
c0102,2026-06-15,103.46,usd
c0140,2026-06-15,107.68,usd
c0129,2026-06-15,82.67,usd
c0111,2026-06-15,108.62,usd
c0103,2026-06-15,99.46,usd
c0112,2026-06-15,97.72,usd
c0162,2026-06-15,86.87,usd
c0154,2026-06-15,95.14,usd
c0139,2026-06-15,83.42,usd
c0151,2026-06-15,99.36,usd
c0087,2026-06-15,104.45,usd
c0096,2026-06-15,87.24,usd
c0166,2026-06-15,87.74,usd
c0147,2026-06-15,98.72,usd
c0092,2026-06-15,97.75,usd
c0144,2026-06-15,103.6,usd
c0128,2026-06-15,104.28,usd
c0104,2026-06-15,106.49,usd
c0159,2026-06-15,97.33,usd
c0145,2026-06-15,106.41,usd
c0099,2026-06-15,98.2,usd
c0157,2026-06-15,109.31,usd
c0094,2026-06-15,87.58,usd
c0124,2026-06-15,98.1,usd
c0081,2026-06-15,93.74,usd
c0143,2026-06-15,86.46,usd
c0116,2026-06-15,100.84,usd
c0114,2026-06-15,93.93,usd
c0150,2026-06-15,103.18,usd
c0083,2026-06-15,96.59,usd
c0163,2026-06-15,104.62,usd
c0132,2026-06-15,82.09,usd
c0134,2026-06-15,89.43,usd
c0142,2026-06-15,100.24,usd
c0167,2026-06-15,83.06,usd
c0113,2026-06-15,100.28,usd
c0146,2026-06-15,101.89,usd
c0158,2026-07-15,90.63,usd
c0163,2026-07-15,105.82,usd
c0100,2026-07-15,98.04,usd
c0131,2026-07-15,83.49,usd
c0137,2026-07-15,98.07,usd
c0159,2026-07-15,98.44,usd
c0138,2026-07-15,105.96,usd
c0104,2026-07-15,107.7,usd
c0120,2026-07-15,91.34,usd
c0134,2026-07-15,90.45,usd
c0139,2026-07-15,84.37,usd
c0094,2026-07-15,88.58,usd
c0140,2026-07-15,108.92,usd
c0126,2026-07-15,109.32,usd
c0089,2026-07-15,101.93,usd
c0167,2026-07-15,84.01,usd
c0125,2026-07-15,99.63,usd
c0152,2026-07-15,105.88,usd
c0124,2026-07-15,99.22,usd
c0106,2026-07-15,107.5,usd
c0111,2026-07-15,109.86,usd
c0105,2026-07-15,85.33,usd
c0088,2026-07-15,106.12,usd
c0168,2026-07-15,88.09,usd
c0097,2026-07-15,83.62,usd
c0113,2026-07-15,101.43,usd
c0085,2026-07-15,100.72,usd
c0166,2026-07-15,88.75,usd
c0128,2026-07-15,105.47,usd
c0095,2026-07-15,95.66,usd
c0093,2026-07-15,107.99,usd
c0129,2026-07-15,83.61,usd
c0083,2026-07-15,97.7,usd
c0092,2026-07-15,98.87,usd
c0099,2026-07-15,99.32,usd
c0133,2026-07-15,103.96,usd
c0144,2026-07-15,104.79,usd
c0164,2026-07-15,88.57,usd
c0149,2026-07-15,86.7,usd
c0112,2026-07-15,98.83,usd
c0156,2026-07-15,93.81,usd
c0157,2026-07-15,110.56,usd
c0143,2026-07-15,87.45,usd
c0086,2026-07-15,84.95,usd
c0096,2026-07-15,88.24,usd
c0117,2026-07-15,104.73,usd
c0107,2026-07-15,82.39,usd
c0127,2026-07-15,107.19,usd
c0151,2026-07-15,100.49,usd
c0121,2026-07-15,110.61,usd
c0090,2026-07-15,94.25,usd
c0141,2026-07-15,106.37,usd
c0153,2026-07-15,93.93,usd
c0142,2026-07-15,101.39,usd
c0147,2026-07-15,99.85,usd
c0103,2026-07-15,100.6,usd
c0108,2026-07-15,86.61,usd
c0109,2026-07-15,103.09,usd
c0082,2026-07-15,110.52,usd
c0146,2026-07-15,103.05,usd
c0161,2026-07-15,99.55,usd
c0148,2026-07-15,103.13,usd
c0084,2026-07-15,110.94,usd
c0165,2026-07-15,109.52,usd
c0135,2026-07-15,84.16,usd
c0145,2026-07-15,107.63,usd
c0087,2026-07-15,105.64,usd
c0114,2026-07-15,95.0,usd
c0115,2026-07-15,82.56,usd
c0098,2026-07-15,90.98,usd
c0132,2026-07-15,83.03,usd
c0162,2026-07-15,87.87,usd
c0155,2026-07-15,106.58,usd
c0132,2026-08-15,83.97,usd
c0162,2026-08-15,88.86,usd
c0085,2026-08-15,101.86,usd
c0168,2026-08-15,89.09,usd
c0125,2026-08-15,100.76,usd
c0117,2026-08-15,105.91,usd
c0115,2026-08-15,83.49,usd
c0094,2026-08-15,89.58,usd
c0105,2026-08-15,86.29,usd
c0144,2026-08-15,105.97,usd
c0090,2026-08-15,95.32,usd
c0113,2026-08-15,102.58,usd
c0149,2026-08-15,87.68,usd
c0154,2026-08-15,97.31,usd
c0109,2026-08-15,104.26,usd
c0134,2026-08-15,91.48,usd
c0121,2026-08-15,111.86,usd
c0133,2026-08-15,105.13,usd
c0082,2026-08-15,111.77,usd
c0129,2026-08-15,84.56,usd
c0124,2026-08-15,100.34,usd
c0119,2026-08-15,101.74,usd
c0084,2026-08-15,112.2,usd
c0114,2026-08-15,96.07,usd
c0146,2026-08-15,104.22,usd
c0141,2026-08-15,107.57,usd
c0102,2026-08-15,105.83,usd
c0118,2026-08-15,94.73,usd
c0152,2026-08-15,107.07,usd
c0163,2026-08-15,107.01,usd
c0092,2026-08-15,99.99,usd
c0157,2026-08-15,111.81,usd
c0166,2026-08-15,89.75,usd
c0098,2026-08-15,92.01,usd
c0096,2026-08-15,89.24,usd
c0108,2026-08-15,87.59,usd
c0126,2026-08-15,110.56,usd
c0151,2026-08-15,101.63,usd
c0140,2026-08-15,110.15,usd
c0130,2026-08-15,99.43,usd
c0110,2026-08-15,97.85,usd
c0089,2026-08-15,103.08,usd
c0160,2026-08-15,87.26,usd
c0145,2026-08-15,108.85,usd
c0104,2026-08-15,108.92,usd
c0167,2026-08-15,84.96,usd
c0101,2026-08-15,91.62,usd
c0081,2026-08-15,95.88,usd
c0107,2026-08-15,83.33,usd
c0139,2026-08-15,85.33,usd
c0111,2026-08-15,111.1,usd
c0153,2026-08-15,94.99,usd
c0083,2026-08-15,98.8,usd
c0158,2026-08-15,91.65,usd
c0123,2026-08-15,94.97,usd
c0143,2026-08-15,88.44,usd
c0135,2026-08-15,85.11,usd
c0137,2026-08-15,99.18,usd
c0095,2026-08-15,96.74,usd
c0106,2026-08-15,108.71,usd
c0088,2026-08-15,107.32,usd
c0093,2026-08-15,109.21,usd
c0127,2026-08-15,108.41,usd
c0128,2026-08-15,106.66,usd
c0161,2026-08-15,100.68,usd
c0087,2026-08-15,106.84,usd
c0112,2026-08-15,99.95,usd
c0097,2026-08-15,84.57,usd
c0164,2026-08-15,89.57,usd
c0091,2026-08-15,108.75,usd
c0155,2026-08-15,107.78,usd
c0090,2026-09-15,96.38,usd
c0093,2026-09-15,110.43,usd
c0113,2026-09-15,103.72,usd
c0129,2026-09-15,85.5,usd
c0098,2026-09-15,93.04,usd
c0164,2026-09-15,90.58,usd
c0088,2026-09-15,108.52,usd
c0083,2026-09-15,99.91,usd
c0103,2026-09-15,102.87,usd
c0154,2026-09-15,98.4,usd
c0086,2026-09-15,86.88,usd
c0132,2026-09-15,84.91,usd
c0087,2026-09-15,108.03,usd
c0162,2026-09-15,89.85,usd
c0119,2026-09-15,102.88,usd
c0167,2026-09-15,85.91,usd
c0105,2026-09-15,87.26,usd
c0144,2026-09-15,107.16,usd
c0163,2026-09-15,108.21,usd
c0089,2026-09-15,104.23,usd
c0130,2026-09-15,100.55,usd
c0092,2026-09-15,101.11,usd
c0101,2026-09-15,92.65,usd
c0085,2026-09-15,103.0,usd
c0157,2026-09-15,113.07,usd
c0102,2026-09-15,107.01,usd
c0111,2026-09-15,112.34,usd
c0110,2026-09-15,98.94,usd
c0097,2026-09-15,85.51,usd
c0107,2026-09-15,84.26,usd
c0140,2026-09-15,111.38,usd
c0121,2026-09-15,113.11,usd
c0142,2026-09-15,103.68,usd
c0168,2026-09-15,90.08,usd
c0114,2026-09-15,97.15,usd
c0099,2026-09-15,101.57,usd
c0082,2026-09-15,113.02,usd
c0104,2026-09-15,110.14,usd
c0124,2026-09-15,101.46,usd
c0136,2026-09-15,105.5,usd
c0153,2026-09-15,96.05,usd
c0131,2026-09-15,85.37,usd
c0128,2026-09-15,107.85,usd
c0135,2026-09-15,86.07,usd
c0127,2026-09-15,109.62,usd
c0134,2026-09-15,92.5,usd
c0150,2026-09-15,106.72,usd
c0117,2026-09-15,107.1,usd
c0081,2026-09-15,96.96,usd
c0091,2026-09-15,109.97,usd
c0149,2026-09-15,88.66,usd
c0160,2026-09-15,88.24,usd
c0151,2026-09-15,102.77,usd
c0108,2026-09-15,88.57,usd
c0133,2026-09-15,106.31,usd
c0159,2026-09-15,100.67,usd
c0166,2026-09-15,90.76,usd
c0155,2026-09-15,108.99,usd
c0084,2026-09-15,113.45,usd
c0141,2026-09-15,108.77,usd
c0137,2026-09-15,100.28,usd
c0138,2026-09-15,108.36,usd
c0118,2026-09-15,95.79,usd
c0146,2026-09-15,105.38,usd
c0152,2026-09-15,108.27,usd
c0100,2026-09-15,100.26,usd
c0165,2026-09-15,111.99,usd
c0122,2026-09-15,93.69,usd
c0116,2026-09-15,104.3,usd
c0143,2026-09-15,89.43,usd
c0095,2026-09-15,97.82,usd
c0122,2026-10-15,94.72,usd
c0132,2026-10-15,85.84,usd
c0105,2026-10-15,88.22,usd
c0110,2026-10-15,100.03,usd
c0119,2026-10-15,104.02,usd
c0142,2026-10-15,104.83,usd
c0099,2026-10-15,102.69,usd
c0101,2026-10-15,93.67,usd
c0134,2026-10-15,93.52,usd
c0092,2026-10-15,102.23,usd
c0118,2026-10-15,96.85,usd
c0123,2026-10-15,97.09,usd
c0117,2026-10-15,108.28,usd
c0137,2026-10-15,101.39,usd
c0131,2026-10-15,86.32,usd
c0087,2026-10-15,109.23,usd
c0098,2026-10-15,94.07,usd
c0152,2026-10-15,109.47,usd
c0143,2026-10-15,90.42,usd
c0128,2026-10-15,109.05,usd
c0159,2026-10-15,101.78,usd
c0164,2026-10-15,91.58,usd
c0163,2026-10-15,109.41,usd
c0125,2026-10-15,103.01,usd
c0097,2026-10-15,86.46,usd
c0081,2026-10-15,98.03,usd
c0084,2026-10-15,114.71,usd
c0153,2026-10-15,97.11,usd
c0167,2026-10-15,86.86,usd
c0090,2026-10-15,97.45,usd
c0156,2026-10-15,97.0,usd
c0094,2026-10-15,91.59,usd
c0154,2026-10-15,99.49,usd
c0151,2026-10-15,103.9,usd
c0145,2026-10-15,111.28,usd
c0120,2026-10-15,94.44,usd
c0121,2026-10-15,114.37,usd
c0112,2026-10-15,102.19,usd
c0165,2026-10-15,113.23,usd
c0115,2026-10-15,85.36,usd
c0158,2026-10-15,93.7,usd
c0116,2026-10-15,105.45,usd
c0149,2026-10-15,89.64,usd
c0082,2026-10-15,114.27,usd
c0168,2026-10-15,91.08,usd
c0124,2026-10-15,102.59,usd
c0157,2026-10-15,114.32,usd
c0130,2026-10-15,101.66,usd
c0091,2026-10-15,111.19,usd
c0095,2026-10-15,98.9,usd
c0083,2026-10-15,101.01,usd
c0100,2026-10-15,101.37,usd
c0109,2026-10-15,106.59,usd
c0093,2026-10-15,111.65,usd
c0162,2026-10-15,90.85,usd
c0088,2026-10-15,109.73,usd
c0160,2026-10-15,89.21,usd
c0166,2026-10-15,91.76,usd
c0089,2026-10-15,105.38,usd
c0136,2026-10-15,106.67,usd
c0144,2026-10-15,108.34,usd
c0102,2026-10-15,108.19,usd
c0111,2026-10-15,113.59,usd
c0139,2026-10-15,87.23,usd
c0085,2026-10-15,104.14,usd
c0126,2026-10-15,113.03,usd
c0146,2026-10-15,106.55,usd
c0135,2026-10-15,87.02,usd
c0140,2026-10-15,112.61,usd
c0114,2026-10-15,98.22,usd
c0211,2026-03-15,93.25,usd
c0172,2026-03-15,84.18,usd
c0232,2026-03-15,89.34,usd
c0236,2026-03-15,94.47,usd
c0248,2026-03-15,75.19,usd
c0231,2026-03-15,96.52,usd
c0234,2026-03-15,82.06,usd
c0260,2026-03-15,89.05,usd
c0190,2026-03-15,101.06,usd
c0169,2026-03-15,79.28,usd
c0194,2026-03-15,81.12,usd
c0201,2026-03-15,93.52,usd
c0237,2026-03-15,79.48,usd
c0195,2026-03-15,100.4,usd
c0263,2026-03-15,90.28,usd
c0246,2026-03-15,86.85,usd
c0217,2026-03-15,93.09,usd
c0174,2026-03-15,78.78,usd
c0247,2026-03-15,95.3,usd
c0210,2026-03-15,94.94,usd
c0224,2026-03-15,85.24,usd
c0273,2026-03-15,85.59,usd
c0197,2026-03-15,84.48,usd
c0173,2026-03-15,96.56,usd
c0264,2026-03-15,82.91,usd
c0239,2026-03-15,90.88,usd
c0219,2026-03-15,76.94,usd
c0228,2026-03-15,80.26,usd
c0229,2026-03-15,78.36,usd
c0252,2026-03-15,93.53,usd
c0244,2026-03-15,89.17,usd
c0177,2026-03-15,96.67,usd
c0187,2026-03-15,85.32,usd
c0238,2026-03-15,96.66,usd
c0198,2026-03-15,79.97,usd
c0180,2026-03-15,78.41,usd
c0179,2026-03-15,84.74,usd
c0185,2026-03-15,77.92,usd
c0188,2026-03-15,98.97,usd
c0214,2026-03-15,78.98,usd
c0199,2026-03-15,77.7,usd
c0243,2026-03-15,77.36,usd
c0222,2026-03-15,93.42,usd
c0186,2026-03-15,75.45,usd
c0202,2026-03-15,82.03,usd
c0181,2026-03-15,90.69,usd
c0242,2026-03-15,89.18,usd
c0221,2026-03-15,83.24,usd
c0267,2026-03-15,86.24,usd
c0268,2026-03-15,76.92,usd
c0261,2026-03-15,100.69,usd
c0171,2026-03-15,84.15,usd
c0175,2026-03-15,77.34,usd
c0182,2026-03-15,82.79,usd
c0240,2026-03-15,80.1,usd
c0226,2026-03-15,87.45,usd
c0265,2026-03-15,76.5,usd
c0189,2026-03-15,76.5,usd
c0270,2026-03-15,78.82,usd
c0262,2026-03-15,89.08,usd
c0183,2026-03-15,86.32,usd
c0207,2026-03-15,77.81,usd
c0212,2026-03-15,82.68,usd
c0269,2026-03-15,88.9,usd
c0178,2026-03-15,82.45,usd
c0271,2026-03-15,84.36,usd
c0259,2026-03-15,93.13,usd
c0230,2026-03-15,87.54,usd
c0204,2026-03-15,77.79,usd
c0170,2026-03-15,84.85,usd
c0255,2026-03-15,95.05,usd
c0257,2026-03-15,90.16,usd
c0235,2026-03-15,81.68,usd
c0253,2026-03-15,83.58,usd
c0209,2026-03-15,81.98,usd
c0251,2026-03-15,83.27,usd
c0254,2026-03-15,87.69,usd
c0208,2026-03-15,88.08,usd
c0256,2026-03-15,84.96,usd
c0223,2026-03-15,86.01,usd
c0266,2026-03-15,76.12,usd
c0220,2026-03-15,95.27,usd
c0191,2026-03-15,93.17,usd
c0245,2026-03-15,93.75,usd
c0205,2026-03-15,81.0,usd
c0249,2026-03-15,92.82,usd
c0272,2026-03-15,86.31,usd
c0215,2026-03-15,83.64,usd
c0203,2026-03-15,75.59,usd
c0176,2026-03-15,100.69,usd
c0200,2026-03-15,100.14,usd
c0225,2026-03-15,80.11,usd
c0196,2026-03-15,85.79,usd
c0218,2026-03-15,92.53,usd
c0227,2026-03-15,80.06,usd
c0258,2026-03-15,101.01,usd
c0206,2026-03-15,93.19,usd
c0241,2026-03-15,86.71,usd
c0193,2026-03-15,87.4,usd
c0184,2026-03-15,85.29,usd
c0216,2026-03-15,93.29,usd
c0233,2026-03-15,81.12,usd
c0250,2026-03-15,89.11,usd
c0213,2026-03-15,77.48,usd
c0192,2026-03-15,81.4,usd
c0236,2026-04-15,95.8,usd
c0209,2026-04-15,83.13,usd
c0223,2026-04-15,87.21,usd
c0175,2026-04-15,78.42,usd
c0226,2026-04-15,88.68,usd
c0241,2026-04-15,87.92,usd
c0208,2026-04-15,89.32,usd
c0190,2026-04-15,102.48,usd
c0202,2026-04-15,83.18,usd
c0184,2026-04-15,86.48,usd
c0169,2026-04-15,80.39,usd
c0182,2026-04-15,83.95,usd
c0215,2026-04-15,84.81,usd
c0272,2026-04-15,87.52,usd
c0242,2026-04-15,90.43,usd
c0255,2026-04-15,96.38,usd
c0196,2026-04-15,86.99,usd
c0211,2026-04-15,94.56,usd
c0259,2026-04-15,94.44,usd
c0251,2026-04-15,84.44,usd
c0173,2026-04-15,97.91,usd
c0270,2026-04-15,79.92,usd
c0234,2026-04-15,83.21,usd
c0189,2026-04-15,77.57,usd
c0205,2026-04-15,82.14,usd
c0268,2026-04-15,77.99,usd
c0252,2026-04-15,94.84,usd
c0192,2026-04-15,82.54,usd
c0197,2026-04-15,85.67,usd
c0262,2026-04-15,90.33,usd
c0228,2026-04-15,81.38,usd
c0188,2026-04-15,100.36,usd
c0180,2026-04-15,79.51,usd
c0194,2026-04-15,82.26,usd
c0219,2026-04-15,78.02,usd
c0181,2026-04-15,91.96,usd
c0258,2026-04-15,102.43,usd
c0246,2026-04-15,88.07,usd
c0238,2026-04-15,98.01,usd
c0248,2026-04-15,76.24,usd
c0237,2026-04-15,80.59,usd
c0204,2026-04-15,78.88,usd
c0210,2026-04-15,96.27,usd
c0195,2026-04-15,101.8,usd
c0231,2026-04-15,97.87,usd
c0198,2026-04-15,81.09,usd
c0227,2026-04-15,81.18,usd
c0200,2026-04-15,101.54,usd
c0203,2026-04-15,76.65,usd
c0221,2026-04-15,84.41,usd
c0187,2026-04-15,86.51,usd
c0263,2026-04-15,91.55,usd
c0186,2026-04-15,76.51,usd
c0179,2026-04-15,85.92,usd
c0172,2026-04-15,85.36,usd
c0271,2026-04-15,85.54,usd
c0253,2026-04-15,84.75,usd
c0206,2026-04-15,94.49,usd
c0183,2026-04-15,87.52,usd
c0265,2026-04-15,77.58,usd
c0269,2026-04-15,90.15,usd
c0239,2026-04-15,92.16,usd
c0171,2026-04-15,85.33,usd
c0222,2026-04-15,94.73,usd
c0217,2026-04-15,94.39,usd
c0233,2026-04-15,82.25,usd
c0273,2026-04-15,86.79,usd
c0243,2026-04-15,78.44,usd
c0250,2026-04-15,90.36,usd
c0224,2026-04-15,86.44,usd
c0218,2026-04-15,93.82,usd
c0193,2026-04-15,88.62,usd
c0191,2026-04-15,94.47,usd
c0207,2026-04-15,78.9,usd
c0245,2026-04-15,95.07,usd
c0254,2026-04-15,88.92,usd
c0261,2026-04-15,102.1,usd
c0216,2026-04-15,94.6,usd
c0212,2026-04-15,83.83,usd
c0220,2026-04-15,96.61,usd
c0201,2026-04-15,94.83,usd
c0213,2026-04-15,78.56,usd
